regio1,serviceCharge,heatingType,telekomTvOffer,telekomHybridUploadSpeed,newlyConst,balcony,picturecount,pricetrend,telekomUploadSpeed,totalRent,yearConstructed,scoutId,noParkSpaces,firingTypes,hasKitchen,geo_bln,cellar,yearConstructedRange,baseRent,houseNumber,livingSpace,geo_krs,condition,interiorQual,petsAllowed,street,streetPlain,lift,baseRentRange,typeOfFlat,geo_plz,noRooms,thermalChar,floor,numberOfFloors,noRoomsRange,garden,livingSpaceRange,regio2,regio3,description,facilities,heatingCosts,energyEfficiencyClass,lastRefurbish,electricityBasePrice,electricityKwhPrice,date
Baden_Württemberg,20,NA,ONE_YEAR_FREE,NA,FALSE,FALSE,6,4.65,10,415,1902,115556941,NA,electricity,FALSE,Baden_Württemberg,FALSE,1,395,NA,24,Esslingen_Kreis,NA,NA,NA,no_information,NA,FALSE,2,apartment,72622,1,125.1,NA,NA,1,FALSE,1,Esslingen_Kreis,Nürtingen,"Das im März 2014 komplett renovierte Doppelhaus auf 3 Etagen liegt in Zentrumsnähe, hier finden sich alle Geschäfte des täglichen Bedarfs.. Die Zimmer befinden sich auf drei Ebenen (Hochparterre, 1. OG und DG). Komfortable Gemeinschaftsräume und ein kleiner Gartenanteil hinter dem Haus tragen zum Wohlbefinden auch einer größeren Gemeinschaft bei.","Ausstattung Zimmer: 
Die Zimmer sind keine Durchgangszimmer. 
Ein SAT-TV Anschluss ist in jedem Zimmer vorhanden (Gerät muss mitgebracht werden, Selbstanmeldung).
   
Allgemeine Ausstattung des Hauses:
  
Hochparterre:  3 Zimmer Whg.(Nr. 1,2 und 3) mit Aufenthaltsraum, Kühlschrank, Sitzmöglichkeit, neues Tageslichtbad mit Dusche, Gäste-WC, 
alle Zimmer separat u. kein Durchgangszimmer.

Im 1. OG:         
- 2 Zimmer (Nr.4/5)
- große neue Wohnküche (Backofen, Cerankochfeld, Kühlschrank, Spülmaschine, Dunstabzug), große Sitzgelegenheit
- Gäste-WC
- Bad mit Badewanne im DG

Im 2.OG/DG:   
- 2 Zimmer (Nr. 6 und 7)
- Gemeinschaftsraum
- Bad mit Badewanne
- Mitbenutzung große Wohnküche im 1. OG


Allgemein:        
- jedes Zimmer hat SAT-TV-Anschluss 
- ISDN/DSL -Anschluss (bis 16MBit/s) möglich
 
Keller:              
- Fahrradabstellraum
- Münzwaschmaschine und Trockner 

Garten:            
- hinter dem Haus Gartenanteil",NA,NA,NA,NA,NA,Feb20
Sachsen,180,central_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,15,6.1,40,817,NA,110767064,NA,gas,TRUE,Sachsen,FALSE,NA,637,27,91,Leipzig,modernized,normal,negotiable,Funkenburgstra&szlig;e,Funkenburgstraße,FALSE,5,maisonette,04105,3,NA,3,3,3,FALSE,4,Leipzig,Zentrum_Nordwest,"Die hier angebotene Wohnung befindet sich in einer denkmalgeschützen Villa im beliebtesten Stadtteil von Leipzig, dem Waldstraßenviertel. Es gilt als eines der größten geschlossen erhaltenen Gründerzeitviertel in Europa und genießt als Flächenarchitekturdenkmal besonderen Schutz. Zur Erholung lädt der ca. 118 Hektar große parkartige Teil des nördlichen Auenwaldes, genannt das Rosental ein. Bei diesem Gebäude handelt es sich um ein Baudenkmal, welche gemäß § 16 Abs. 5 EnEv 2014 von der Verpflichtung zur Inseration der Energiekennwerte befreit sind. Die Maisonnettwohnung liegt im Dachgeschoss (3 Etage). Zur Innestadt sind es Fußläufig 5 min.","Einbauküche 
Wohnküche
Gäste-WC
Laminat",NA,NA,NA,NA,NA,May19
Niedersachsen,50,NA,NA,NA,FALSE,TRUE,0,5.29,NA,370,NA,111354342,NA,NA,TRUE,Niedersachsen,TRUE,NA,320,3,38,Hannover_Kreis,NA,NA,NA,Kleistweg,Kleistweg,FALSE,2,other,30826,1,NA,NA,NA,1,FALSE,1,Hannover_Kreis,Garbsen,"Diese freundliche Wohnung kann ab sofort bezogen werden. Zu der Wohnung zählt ein attraktives Zimmer. Besonders hervorzuheben ist auch der Balkon, auf dem es sich wunderbar vom Alltag erholen lässt. Zur Verfügung stehen Ihnen außerdem eine Einbauküche sowie ein Kellerraum.",NA,NA,NA,NA,NA,NA,May19
Bayern,195,central_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,8,4.2,40,895,1880,115470186,1,gas,TRUE,Bayern,TRUE,1,680,NA,63.3,Würzburg_Kreis,NA,sophisticated,NA,no_information,NA,FALSE,5,NA,97230,2,103,1,2,2,FALSE,3,Würzburg_Kreis,Estenfeld,"Es handelt sich um eine moderne helle 2-ZW in einem kleinen Mehrparteienhaus in Estenfeld. Das gesamte Haus wurde umfassend saniert. Die Wohnung ist mit einem tageslicht Badezimmer mit Dusche ausgestattet. Die Böden in der Wohnung sind gefliest, im Schlafzimmer befinden sich ein Holzdielenboden.
Der großzügige Wohnbereich ist offen zur Küche geschnitten. Eine neue Einbauküche ist bestellt und wird bis zum Einzug eingebaut.

Waschmaschine und Trockner können im Keller aufgestellt werden.",NA,NA,D,2020,NA,NA,Feb20
Nordrhein_Westfalen,231,combined_heat_and_power_plant,ONE_YEAR_FREE,NA,FALSE,TRUE,11,2.24,10,1421,1685,115619129,NA,district_heating,FALSE,Nordrhein_Westfalen,FALSE,1,1190,2,170,Hagen,fully_renovated,sophisticated,negotiable,Haus Harkorten,Haus_Harkorten,FALSE,7,apartment,58135,3,NA,NA,3,3,TRUE,7,Hagen,Haspe,"Diese repräsentative Gewerbe-/ Wohneinheit mit einer Nutzfläche von 170,00 m² befindet sich im denkmalgeschützten Geburtshaus Haus Harkorten im Hagener Stadtteil Westerbauer. Die damalige Gutsanlage und der ehemalige Wohnsitz der Patrizier- und Unternehmer-Familie Harkort wurde seit dem Jahr 2014 aufwendig mit gehobenen Materialien saniert. Die Gewerbefläche richtet sich an die anspruchsvollen Unternehmer, die neben einer großzügigen praktikablen und gewerblich durchdachten Gewerbefläche auf insgesamt drei Ebenen (ausreichende Parkplätze sowie sämtliche Licht- und Netzwerk-Installationen sind bereits vorhanden), eine absolut beeindruckende und liebevoll sanierte Architektur nicht missen wollen. Gehobene Installationen, wie die im Erdgeschoss verbaute Fußbodenheizung sowie moderne Sanitäranlagen, lassen Ihre Begeisterung nicht enden. Über eine alleeartige Zufahrt erreichen Sie das Gebäude, an welchem Sie durch Stellplätze für Sie und Ihre Kunden am Haus einen separaten Zugang in Ihre Gewerbeeinheit erhalten.","Vom eigenen Zugang erreichen Sie den Empfangsbereich mit beeindruckendem Steinkaminofen, dahinterliegende Teeküche und Badezimmer. Im Erdgeschoss befindet sich weiterhin rechts der erste Büroraum. Über eine Holztreppe gelangen Sie in die zweite Etage, die zwei separate Büroräume und ein weiteres WC bietet. Im Dachgeschoss befindet sich eine weitere, großzügige Fläche, die ggf. als offenes Büro oder als Besprechungsraum dienen kann. Durch die Aufarbeitung der Holzbalken, Holzschränke und anderweitigen historischen Elementen sowie des Fußbodens wirkt die Fläche gemütlich und warm, ohne den Charme der Modernität zu verlieren.",NA,NA,NA,NA,NA,Feb20
Niedersachsen,150,floor_heating,NA,NA,TRUE,TRUE,7,3.94,NA,950,2019,113577580,1,gas,TRUE,Niedersachsen,FALSE,9,800,1,98,Hannover_Kreis,first_time_use,sophisticated,NA,Sandgrubenweg,Sandgrubenweg,TRUE,5,apartment,31311,3,NA,1,2,3,TRUE,4,Hannover_Kreis,Uetze,"Diese Neubauwohnung gehobenen Niveaus bietet reichlich Platz für 2 -4 Personen bzw. eine Familie mit bis zu 2 Kindern. Zur Wohnung gehört ein Carport mit verschließbarem Abstellraum, Gartenmitbenutzung sowie auf dem Grundstück ein kleiner Kinderspielplatz.
Ein Aufzug ist vorhanden, 3-Scheiben-Verglasung in allen Fenstern.","Die Wohnung enthält eine neue Einbauküche mit Ceranfeld, Kühl-Gefrier-Kombination, Backofen und Spülmaschine.
Fußbodenheizung, überwiegend großformatige Fliesen, in den Schlafräumen Designdielen. Vollglas-Duschkabine, Bidet im Bad.
Wände und Decken über Malervlies weiß gestrichen.",NA,NA,NA,NA,NA,Oct19
Baden_Württemberg,108,NA,ONE_YEAR_FREE,NA,FALSE,TRUE,7,5.23,40,1080,1987,112729444,1,natural_gas_light,TRUE,Baden_Württemberg,TRUE,4,900,95a,85.67,Rastatt_Kreis,refurbished,luxury,negotiable,Hochfeldring,Hochfeldring,FALSE,6,roof_storey,76549,3,NA,2,2,3,FALSE,4,Rastatt_Kreis,Hügelsheim,"Das Mehrfamilienhaus in Hügelsheim-Kleinkanada stammt aus dem Jahr 1984. Nach umfangreichen Umbau- und Renovierungsmaßnahmen
in den Jahren 2019 und 2020 wird das Objekt 20
moderne Wohnungen und drei ruhige Gewerbeeinheiten bieten. Die Gesamtwohnfläche beträgt rund 1.675 Quadratmeter, während die Gewerbeflächen insgesamt rund 240 Quadratmeter
ausmachen. Die Wohnungen haben zwei bis vier Zimmer und sprechen mit Wohnflächen zwischen 50 und 106 Quadratmetern eine breite Mieterklientel an. Ergänzt wird das Ensemble durch neun Garagen, 13 Carports und 15 weitere Pkw-Stellplätze im
Außenbereich. Außerdem sind Stellplätze für 31 Fahrräder und ein Kinderspielplatz vorhanden.
Im Erdgeschoss verfügen alle Wohnungen über Terrassen, die mit schmucken Granitplatten versehen sind. Die Einheiten im 1. Obergeschoss
sind jeweils mit einem Balkon ausgestattet. Hier werden rutschfeste Bodenbeläge sowie verzinkte Stahlprofile als Geländer installiert. Im Dachgeschoss werden zwei Wohnungen mit Balkon
angeboten. Zu jeder Wohnung gehören ein oder sogar zwei Kellerräume. Energetisch befindet sich das Gebäude nach Abschluss der  Modernisierungsarbeiten auf dem neuesten Stand. Zu den Einzelmaßnahmen zählen eine neue Dämmung der Fassade und des Daches ebenso wie
Wärmeschutzfenster. Darüber hinaus ist im Rahmen des Umbaus die komplette Haustechnik ausgetauscht worden. Dies umfasst unter
anderem die Zu- und Ableitungen für das Wasser sowie alle Elektroleitungen.","Die Ausstattung der Wohnungen präsentiert sich hochwertig.
Während die Innenwände allesamt mit kratzfester Innenfarbe versehen werden, werden die Böden mit einem passenden und pflegeleichten Vinyl belegt. Außerdem gehört zu jeder Wohnung eine praktische
Einbauküche mit Möbeln und Geräten namhafter Hersteller. Die dabei verwendeten lackierten Fronten sind nicht nur schön anzusehen, sondern ebenfalls pflegeleicht. In den Bädern setzt sich die hochwertige Ausstattungslinie fort. Dies
beginnt bei großformatigen Fliesen im zeitlosen Design und endet bei den Armaturen deutscher Markenhersteller. Die Bäder sind mit einer
Dusche und einer Badewanne ausgestattet und bieten darüber hinaus einen Waschmaschinenanschluss.",72,NA,2019,NA,NA,Oct19
Baden_Württemberg,157,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,7,5.37,40,571,1958,115358387,NA,oil,FALSE,Baden_Württemberg,TRUE,2,414,67,69,Freudenstadt_Kreis,NA,NA,negotiable,Reinerzauer Steige,Reinerzauer_Steige,FALSE,3,NA,72275,3,NA,1,2,3,FALSE,3,Freudenstadt_Kreis,Alpirsbach,Das Gebäude wurde im Jahr 1958 errichtet.,"Die Wohnung verfügt über 1 Wohnzimmer, 1 Schlafzimmer, 1 Kinderzimmer, 1 Küche, 1 Badezimmer, 1 Flur und einem Balkon. Vor dem Gebäude befindet sich ein Garten, der die Möglichkeit bietet, die gewaschene Wäsche aufzuhängen.",100,NA,NA,NA,NA,Feb20
Sachsen,240,floor_heating,NA,NA,TRUE,TRUE,13,5.53,NA,1386,2018,109856022,1,district_heating,FALSE,Sachsen,TRUE,9,1146,62d,109.17,Leipzig,first_time_use,luxury,yes,Erich-Zeigner-Allee,Erich-Zeigner-Allee,TRUE,7,NA,04229,4,NA,2,NA,4,FALSE,5,Leipzig,Plagwitz,"Die Erdgeschosswohnungen verfügen größtenteils über
eigene Terrassen. Die restlichen Wohnungen bestechen
durch ihre sonnigen Balkone und Loggien mit Aussicht
auf den privaten, liebevoll angelegten begrünten Innenhof
mit eigenem Spielplatz. Von der Tiefgarage aus
gelangt man bequem per Aufzug in jede Wohnetage.
Zu jeder Wohnung gehört ein Kellerraum, außerdem
stehen Fahrrad- und Trockenräume zur Verfügung.","- Fußbodenheizung in sämtlichen Räumen
- Aufzug, Tiefgarage
- Balkon, Loggia oder Terrasse mit Sichtschutz
- Vliestapete weiß gestrichen
- Wohnräume mit Eiche-Parkett (geölt)
- Bäder, WC’s, Küchen und Abstellräume mit
großformatigen
Feinsteinzeugfliesen
- moderne Badausstattung mit Handtuchheizkörpern
- Waschmaschinenanschluss in der Wohnung
- teilweise Abstellkammern in den Wohnungen
- isolierverglaste, schallgeschützte Kunststofffenster
und Balkontüren
- abschließbare Fenster in den EG-Wohnungen
- teilweise elektrische Rollläden
- Wohnungseingangstüren mit 3-Punkt-Verriegelung
und abdeckbarem Weitwinkelspion
- Farbvideo-Gegensprechanlage
- 1-und 2-Zimmer-Wohnungen mit Einbauküchen",120,NA,NA,NA,NA,May19
Nordrhein_Westfalen,130,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,18,3.06,40,NA,1988,111403967,1,natural_gas_heavy,TRUE,Nordrhein_Westfalen,FALSE,4,295.72,9,57,Solingen,fully_renovated,sophisticated,no,Altmarkstra&szlig;e,Altmarkstraße,TRUE,1,apartment,42651,2,180.8,3,5,2,FALSE,2,Solingen,Solingen_Mitte,"Unser Mietobjekt, speziell für Senioren ab 60, wurde im Jahre 1988 erbaut und verfügt über eine barrierearme Ausstattung. Ein vorhandener Aufzug mit Sitzmöglichkeit ermöglicht ein bequemes Erreichen in Ihre neue Wohnung.

Das gepflegte Objekt verfügt über mehrere Aufzüge mit Sitzmöglichkeiten. Vorhandene Gemeinschaftsräume runden das Bild eines erfüllten Wohnens ab. Alle Wohneinheiten sind mit einer Gegensprecheinrichtung ausgestattet. Eine integrierte Notrufklingel, ermöglicht den direkten und schnellen Kontakt zu den Hausmeistern.

WBS: für ältere Menschen 



Haben Sie Interesse? Dann senden Sie die Objekt-Id 2459-13-M per WhatsApp an 0172 8877030, per Telegram an LEGWohnen oder per Threema an *LEGCHAT.

Wichtiger Hinweis: Nachdem Sie das Kontaktformular im Portal ausgefüllt und verschickt haben, erhalten Sie von uns innerhalb von 15 Minuten eine E-Mail. 

Bitte folgen Sie dem dort angegebenen Link, um Ihre E-Mail-Adresse und Ihre Angaben zu bestätigen.","• Balkon
• Aufzug
• Wannenbad
• PVC-Boden
• Einbauküche
• gepflegt
• Waschküche
• Zentral Öl Heizung
• Rauchmelder
• Aussenstellplatz
• bitte beachten Sie, dass die Wohnungen nur an Personen vermietet werden, die das 60. Lebensjahr erreicht haben",65,NA,NA,NA,NA,May19
Brandenburg,100,NA,ONE_YEAR_FREE,NA,FALSE,FALSE,11,3.33,40,470,NA,105169616,1,gas,FALSE,Brandenburg,TRUE,NA,330,NA,60,Oberspreewald_Lausitz_Kreis,well_kept,normal,no,no_information,NA,FALSE,2,roof_storey,01968,2,NA,2,2,2,TRUE,2,Oberspreewald_Lausitz_Kreis,Senftenberg,"Ansprechende 2-Zimmer Dachgeschosswohnung ab 01.04.2020 in Brieske in unmittelbarer Seenähe zu vermieten!

ES SIND KEINE HAUSTIERE ERWÜNSCHT.

Für nähere Informationen oder Besichtigungstermine rufen Sie bitte ausschließlich unter 03573/65260 oder 0176/60391070 an.

BITTE KEINEN MAILKONTAKT!

Ausstattung:

60 Quadratmeter/2 Zimmer/Bad mit Wanne/ 1 Keller/ Wäschewiese

Kosten:

Kaltmiete 330€

Nebenkosten 120€ (Heizungskosten und Warmwasser in Nebenkosten enthalten)

Stellplatz 20€/Monat

Kaution: 3 Monatsnettokaltmieten 990€

Zum Objekt gehört ein Garten, 100€ Gartenpacht pro Jahr, Objekt wird nur zusammen mit Garten vermietet!",NA,NA,NA,NA,NA,NA,Feb20
Brandenburg,250,gas_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,27,4.48,10,1230,1910,106003996,NA,gas,TRUE,Brandenburg,FALSE,1,980,NA,100,Potsdam,first_time_use,luxury,no,no_information,NA,FALSE,6,roof_storey,14480,3,NA,2,2,3,FALSE,4,Potsdam,Drewitz,"Sehr schöne und helle Dachgeschosswohnung im Studio Stil. 
Unser Haus ist ein drei Pateien Altbau von 1910.  Die Aussicht aus dem Dachgeschoss ist wirklich sehr schön. 
Die Aufteilung ist sehr großzügig. Allein der Wohnbereich inklusive der offenen Küche beträgt 55 qm. Durch die verkleideten Dachbalken, ergeben sich schöne abgetrennte Nischen.
Innenhof Mitbenutzung ist möglich. Wir gestalten und restaurieren im Moment noch das Treppenhaus. Der Innenhof wir im Zuge der weiteren Umbauten gestaltet. Nach Abschuss der Arbeiten entsteht ein toller und einzigartiger abgeschlossener Innenhof, der von alten Ziegelsteinmauern und alter Remiese umgeben ist.
Ideal für eine bis zwei Personen. Für Familien auf Grund der Aufteilung nicht geeignet.

Der Zugang zur Wohnung führt über das Treppenhaus in die zweite Etage. Vor der Eingangstür befindet sich ein Podest. Durch die schöne alte Haustür getreten, steht man in dem Flur der auf der linken Seite etwas zurück springt, so das Platz für einen Schrank oder eine Gaderobe besteht. Vom Flur nach rechts befindet sich das Badezimmer mit einer modernen grossen Dusche.
Vom Flur geradeaus, kommt man in den Wohnbereich. Zur rechten Hand liegt die neue Küche. Nach links schreitet man durchs Wohnzimmer und quasi hinter der Gaderobe im Flur läuft man weiter in das Schlafzimmer. 
Durch das Schlafzimmer nach links kommt man in das Ankleidezimmer oder Büro. Da der Raum so offen viel schöner wirkt, haben wir auf eine Wand mit Tür verzichtet. Wenn die Chemie stimmt, wäre vor Einzug die Abtrennung durch eine Wand möglich.","Neuausbau !
Neue 3 fach verglaste  Velux Dachfenster mit Sonnenschutzrollo.
Neue Türen, Dusche, Toilette, Waschschrank, Küche.
Die Küche beinhaltet eine Zeile und einen Kochblock, (der noch auf seine Arbeitsplatte wartet ! )
an derm man sitzen kann. Backofen mit vielen Programmen, Geschirrspülmachine und Induktionsfeld sind ebenfalls dabei.
TV und LAN in den Räumen  verlegt.",NA,NA,2018,90.76,0.1915,Sep18
Sachsen,130,NA,ONE_YEAR_FREE,10,FALSE,TRUE,9,0.59,2.4,390,NA,111637959,NA,gas,FALSE,Sachsen,FALSE,NA,260,1,51,Zwickau_Kreis,well_kept,NA,negotiable,Gabelsberger Stra&szlig;e,Gabelsberger_Straße,FALSE,1,raised_ground_floor,08412,2,100.3,NA,NA,2,FALSE,2,Zwickau_Kreis,Werdau,Gepflegtes Mehrfamilienhaus in Werdau. Einkaufsmöglichkeiten befinden sich in der Nähe.,NA,NA,NA,NA,NA,NA,Oct19
Hessen,353,central_heating,ONE_YEAR_FREE,10,FALSE,TRUE,10,2.77,2.4,1853,1971,107063867,1,oil,TRUE,Hessen,TRUE,3,1500,45,100,Wiesbaden,fully_renovated,sophisticated,NA,Bingertstra&szlig;e,Bingertstraße,TRUE,7,terraced_flat,65191,2.5,205,2,3,2,FALSE,4,Wiesbaden,Sonnenberg,"Die Wohnanlage  befindet sich in ruhiger Lage seitlich der Leibnitzstraße. Die Wohnung befindet sich im zweiten Obergeschoß. Sie kann bequem über die Treppe oder einen der beiden Fahrstühle erreicht werden. Im Haus befindet sich ein Hallenschwimmbad mit einen dazugehörigen Außenbereich, welches von allen Hausbewohnern genutzt werden darf. Ferner können die Sauna, der Fitnessraum und der Gemeinschaftsraum, in dem eine Tischtennisplatte steht von allen Hausbewohnern genutzt werden.","Bodenbelag: Edel-Designboden im großen Wohn-/ Essbereich und im Schlafzimmer, im der Diele/Flur, Küche und Bad Fliesen.
Die Räume sind durch die vielen und großen Fenster lichtdurchflutet, werden an den heißen Tagen aufgrund der Klimaanlage in diesen Räumen, elektrisch ausfahrbare Markisen an den Balkonen und elektrisch bedienbare Innenjalousien an den Fenstern nicht überhitzt..",NA,NA,NA,NA,NA,May19
Nordrhein_Westfalen,173,NA,ONE_YEAR_FREE,NA,FALSE,TRUE,10,2.54,40,541,1971,109002288,NA,oil,FALSE,Nordrhein_Westfalen,TRUE,3,240,11,36.66,Wuppertal,fully_renovated,normal,NA,Oberhoffsfeld,Oberhoffsfeld,TRUE,1,apartment,42369,1,NA,4,NA,1,FALSE,1,Wuppertal,Ronsdorf,Das angebotene Objekt befindet sich in einer ruhigen Seitenstraße des Wohnquartiers Rehsiepen-Wuppertal. Ausreichend Parkmöglichkeiten befinden sich an der Straße.,"Die Wohnung befindet sich in der 4. Etage eines freundlichen Mehrfamilienhauses und ist barrierefrei mit einem Personenaufzug zu erreichen. Die rund 36,7m² teilen sich auf in ein Wohnzimmer- mit Zugang auf den sonnigen Balkon, eine Küche, eine Diele und ein Badezimmer. Nachdem die Renovierung abgeschlossen ist, werden alle Wohnräume mit hellem, hochwertigem Laminat ausgestattet und mit weißer Raufasertapete tapeziert sein. Sowohl das Badezimmer als auch die Küche werden in einer eleganten anthrazit-weiß Optik gefliest.  Der Keller dient als weiterer Abstellraum.  Bitte beachten Sie, dass es sich bei den Bildern um Fotos einer ähnlichen Wohnung handelt.",128,NA,NA,NA,NA,Oct19
Sachsen,74.45,central_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,8,3.79,40,435.25,1976,111193859,NA,NA,FALSE,Sachsen,FALSE,3,297.8,12,57.27,Leipzig,refurbished,NA,negotiable,Sosaer Str.,Sosaer_Str.,FALSE,1,ground_floor,04349,3,NA,0,5,3,FALSE,2,Leipzig,Thekla,"Naturnahes Wohnen am Baggersee. Das bieten wir Ihnen in Thekla. Unsere Wohnanlagen liegen überwiegend in ruhigen Seitenstraßen und sind von begrünten Innenhöfen mit Ruhezonen und Spielmöglichkeiten umgeben. Auf der anderen Seite grüßt das Badeparadies am Baggersee. Unsere Wohnanlagen garantieren Ihnen kurze Wege zu Kindergarten, Schule, Ärztehaus, Apotheke und einem Reiterhof. Zum Einkaufen gibt es zwei Supermärkte direkt im Wohngebiet. Prima ist auch die gute Anbindung zu Bus & Bahn mit der Straßenbahnlinie 9 und mehreren Buslinien 70, 80, 81, 82.",NA,63,NA,NA,NA,NA,May19
Mecklenburg_Vorpommern,195,NA,NA,NA,TRUE,TRUE,7,0.45,NA,1127,2019,113669303,NA,solar_heating:gas,FALSE,Mecklenburg_Vorpommern,FALSE,9,932,NA,89,Stralsund,NA,NA,NA,no_information,NA,FALSE,6,NA,18435,3,36.2,1,2,3,FALSE,4,Stralsund,Knieperteich,"In einem neuen B- Plan- Gebiet (Nr. 64), am Strelasund gelegen, entsteht derzeit diese 3- geschossige, elegante Stadtvilla mit ihren 8 komfortablen und großzügigen 3-4 Zimmer-Wohnungen. Wohnen Sie modern und mit neuestem Standard in herrlicher Umgebung! Die angebotenen Wohnungen verfügen über schöne Raumkonzepte mit halb offenen Wohn- Kochbereichen, großen Fensterelementen, komfortablen Bädern (mit Wanne und Dusche!) sowie schönen Terrassen/ Balkonen. Hervorragende technische Ausstattungen wie Fußbodenheizung, Warmwasser über Solar etc. runden Ihr komfortables Wohnen ab. Die hier angebotene 3 – Zimmer- Wohnung im ersten Obergeschoss verfügt über einen Süd-Ost-Balkon.
Ihr Erstbezug ist ab 15.11.2019 möglich. Je nach Verfügbarkeit können Sie zusätzlich einen PKW- Stellplatz direkt am Haus mit anmieten  (30 EUR/ Monat).","- Fenster in Kunststoff bzw. Aluminium – zum Teil sonnenschutzverglast
- Innentüren: Röhrenspantüren weiß
- Fußbodenheizung
- Badausstattung mit Wanne und bodentiefer Dusche (Echtglasabtrennung)
- Wandfliesen in weiß			
- Fußbodenbelag: Designbelag in Landhausdielenoptik; Fliesen in Bädern und Küchen
- Terrassenbeläge in Holz
- 2 Abstellräume
- Wechselsprechanlage, Kabelanschluss
- Stellplatzanmietung nach Verfügbarkeit möglich 
- Fahrradabstellraum",NA,A,NA,NA,NA,Oct19
Sachsen,220,gas_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,30,0.58,40,700,NA,113182004,NA,gas,TRUE,Sachsen,TRUE,NA,480,6,95.7,Chemnitz,negotiable,sophisticated,NA,Steinstr.,Steinstr.,FALSE,3,other,09116,4,NA,NA,3,4,TRUE,4,Chemnitz,Kappel,"Wir sanieren für Sie unser Haus.

In diesem schönen Wohnhaus stehen Ihnen verschiedene Wohnungsgrößen zur Anmietung zur Verfügung, von familiengerechten 4-Raum-Wohnung bis 7-Raum-Wohnungen.

Schauen Sie sich bei einem Besichtigungstermin mit uns alle Wohnungen gern an. Sie können auswählen.

Diese hübsche 4-Raum-Wohnung bietet Ihnen alles, was man für tolle Familienwohnung benötigt. Der Wohnraum ist mit hellem Laminat ausgestattet. Der Küchenbereich ist gefließt. Das Tageslichtbadezimmer bietet Platz für eine Dusche / Badewanne und die Waschmaschine. Die 4-Raum-Wohnungen haben entweder Balkon oder einen Wintergarten. Für die Nutzung der Einbauküche berechnen wir monatlich zwischen 25,00 - 35,00 € Nutzungsgebühr.

Suchen Sie sich Ihre Wohnung jetzt noch aus.

Lassen Sie sich von den Bildern überzeugen und vereinbaren Sie schnell mit uns einen Besichtigungstermin! Wir freuen uns, Sie kennenzulernen.

Chemnitz - im sächsischen Dialekt auch Chamts genannt, von 1953 - 1990 auch Karl-Marx-Stadt genannt, ist eine kreisfreie Stadt im Südwesten des Freistaates Sachsen. Sie ist die drittgrößte Großstadt nach Leipzig und Dresden. Der Fluss Chemnitz verläuft durch die am Nordrand des Erzegbirges im Erzgebirgsbecken liegende Stadt. Chemnitz ist Hauptsitz der Landesdirektion Sachsen und Teil der Metropolregion Mitteldeutschlands.

Kappel ist ein im zentrumsnahen Westen von Chemnitz gelegener Stadtteil, der bereits im Jahr 1900 eingemeindet wurde. Kappel ist Wohnvorort und Industrievorstadt zugleich. Das Gewerbegebiet zwischen Südring und Neefestr. beherbergt namhafte Unternehmen. An der Kappeler Drehe steht das ""Sächsische Industriemuseum"". Die Messe Chemnitz ist fussläufig erreichbar.",NA,NA,NA,2019,NA,NA,Feb20
